,gloss_bbox,gloss_instance_id,gloss_split,gloss_video_id,gloss
2913,"[110, 18, 533, 480]",15,train,14753,daughter
2915,"[741, 17, 1678, 1080]",1,test,20067,example
2916,"[709, 16, 1686, 1080]",2,train,20068,example
2917,"[592, 68, 1506, 1080]",4,train,20070,example
2918,"[583, 25, 1707, 1080]",5,train,20071,example
2919,"[64, 11, 581, 480]",6,train,20072,example
2920,"[112, 0, 583, 480]",7,val,20073,example
2921,"[172, 30, 470, 370]",8,train,65652,example
2922,"[194, 40, 470, 370]",9,val,65653,example
2923,"[187, 39, 466, 370]",10,train,65654,example
2924,"[76, 15, 213, 192]",11,train,20074,example
2927,"[236, 46, 485, 400]",14,test,20077,example
2928,"[75, 1, 239, 240]",16,train,20066,example
2930,"[493, 68, 1462, 1080]",2,train,21073,far
2931,"[482, 57, 1647, 1080]",3,train,21074,far
2932,"[143, 35, 525, 480]",4,train,21075,far
2933,"[8, 0, 629, 480]",5,val,21076,far
2934,"[45, 0, 208, 192]",6,train,21077,far
2935,"[48, 14, 222, 192]",7,test,21078,far
2936,"[163, 23, 453, 370]",8,test,65682,far
2937,"[67, 0, 248, 240]",9,train,21069,far
2941,"[183, 42, 489, 400]",13,val,21081,far
2942,"[362, 57, 898, 720]",14,val,21070,far
2943,"[539, 64, 1456, 1080]",15,train,21071,far
2944,"[359, 0, 1402, 1080]",16,train,21072,far
2947,"[401, 54, 816, 720]",2,train,22086,first
2948,"[75, 6, 560, 480]",3,train,22087,first
2949,"[34, 13, 252, 240]",4,val,22088,first
2950,"[30, 16, 244, 240]",5,train,22089,first
2951,"[77, 16, 223, 192]",10,val,22094,first
2952,"[149, 21, 446, 370]",11,val,65729,first
2953,"[173, 31, 506, 370]",12,train,65730,first
2954,"[154, 28, 497, 370]",13,train,65728,first
2955,"[66, 0, 250, 240]",14,train,22085,first
2957,"[92, 18, 226, 191]",16,train,22095,first
2960,"[176, 51, 563, 400]",19,train,22098,first
2965,"[71, 10, 215, 192]",4,train,23574,friend
2968,"[156, 41, 485, 369]",7,val,65782,friend
2971,"[178, 51, 542, 400]",10,train,23578,friend
2972,"[45, 0, 283, 240]",11,train,23568,friend
2973,"[217, 18, 524, 414]",12,val,23569,friend
2974,"[389, 15, 812, 480]",13,train,23570,friend
2975,"[66, 9, 582, 480]",14,train,23572,friend
2976,"[94, 0, 572, 480]",15,train,23573,friend
2978,"[363, 43, 868, 720]",1,train,69347,good
2980,"[79, 10, 216, 192]",3,test,25072,good
2981,"[77, 16, 217, 192]",4,train,25073,good
2984,"[165, 19, 451, 370]",7,val,65835,good
2985,"[69, 0, 250, 240]",8,train,25066,good
2987,"[244, 43, 499, 400]",10,train,25076,good
2988,"[224, 16, 519, 414]",11,train,25067,good
2989,"[287, 11, 778, 480]",12,train,25068,good
2990,"[759, 56, 1660, 1080]",13,train,25069,good
2991,"[87, 8, 536, 480]",14,test,25070,good
2992,"[88, 15, 545, 480]",15,train,25071,good
2995,"[34, 0, 524, 480]",2,train,26528,happy
2996,"[66, 15, 210, 192]",4,train,26530,happy
2997,"[67, 13, 230, 192]",5,val,26531,happy
2998,"[59, 14, 234, 192]",6,train,26532,happy
3000,"[42, 3, 276, 240]",8,train,26524,happy
3005,"[146, 53, 540, 400]",13,train,26537,happy
3006,"[194, 16, 518, 414]",14,test,26525,happy
3007,"[254, 0, 892, 720]",15,train,26526,happy
3008,"[47, 18, 516, 480]",16,train,26527,happy
3010,"[290, 33, 882, 720]",1,test,69366,home
3016,"[81, 6, 226, 180]",7,val,27765,home
3018,"[224, 40, 477, 400]",9,train,27775,home
3019,"[50, 8, 236, 240]",10,train,27766,home
3020,"[221, 14, 524, 414]",11,train,27767,home
3021,"[80, 12, 525, 480]",12,val,27768,home
3022,"[84, 5, 502, 480]",13,train,27769,home
3023,"[73, 17, 222, 192]",14,train,27770,home
3026,"[81, 21, 583, 480]",1,test,31900,know
3027,"[144, 30, 526, 480]",2,train,31901,know
3028,"[86, 28, 590, 480]",3,train,31902,know
3029,"[48, 9, 221, 192]",4,train,31903,know
3032,"[178, 12, 484, 370]",7,val,66002,know
3037,"[168, 67, 554, 400]",12,val,31909,know
3038,"[62, 2, 238, 240]",13,train,31897,know
3039,"[184, 17, 522, 414]",14,train,31898,know
3040,"[456, 46, 1792, 1080]",15,train,31899,know
3043,"[47, 0, 531, 480]",2,train,32304,late
3044,"[83, 0, 523, 480]",3,train,32305,late
3045,"[41, 7, 229, 192]",4,train,32306,late
3049,"[207, 34, 563, 370]",8,train,66013,late
3050,"[14, 1, 238, 240]",9,train,32300,late
3053,"[131, 55, 548, 400]",12,val,32311,late
3054,"[131, 55, 548, 400]",13,train,32312,late
3055,"[307, 54, 806, 720]",15,train,32302,late
3056,"[627, 53, 1592, 1080]",16,train,32303,late
3058,"[394, 50, 811, 720]",5,val,32655,leave
3060,"[180, 53, 569, 400]",9,train,32677,leave
3061,"[129, 39, 469, 370]",11,test,66025,leave
3062,"[632, 134, 1572, 1062]",12,train,32657,leave
3063,"[530, 45, 1786, 1080]",13,train,32658,leave
3064,"[456, 126, 1493, 1072]",14,train,32659,leave
3065,"[16, 0, 577, 480]",16,train,32661,leave
3066,"[99, 21, 480, 480]",17,val,32662,leave
3067,"[58, 26, 282, 240]",18,train,32663,leave
3068,"[58, 9, 308, 240]",19,val,32654,leave
3070,"[34, 27, 267, 240]",21,train,32664,leave
3071,"[32, 14, 204, 192]",24,train,32667,leave
3072,"[92, 15, 254, 192]",26,train,32669,leave
3074,"[626, 60, 1408, 1080]",1,test,33475,list
3075,"[141, 0, 515, 480]",3,train,33477,list
3076,"[140, 0, 548, 480]",4,train,33478,list
3077,"[102, 19, 221, 192]",5,train,33479,list
3078,"[106, 20, 217, 192]",6,val,33480,list
3080,"[155, 29, 489, 370]",8,val,66075,list
3081,"[83, 3, 235, 180]",9,train,33472,list
3086,"[239, 45, 496, 400]",14,train,33486,list
3087,"[58, 9, 258, 240]",15,train,33473,list
3088,"[651, 62, 1416, 1080]",16,train,33474,list
3089,"[66, 0, 237, 240]",0,train,34002,lose
3090,"[284, 14, 606, 360]",1,test,34004,lose
3091,"[562, 53, 1605, 1080]",2,train,34005,lose
3092,"[371, 11, 815, 480]",3,val,34006,lose
3093,"[274, 8, 614, 360]",4,train,34007,lose
3094,"[128, 0, 558, 480]",5,train,34008,lose
3095,"[115, 0, 524, 480]",6,train,34009,lose
3096,"[69, 0, 562, 480]",7,train,34010,lose
3098,"[77, 18, 202, 192]",10,train,34012,lose
3103,"[234, 40, 523, 400]",15,train,34017,lose
3104,"[243, 39, 510, 400]",16,train,34018,lose
3106,"[331, 37, 917, 720]",1,test,69405,name
3112,"[23, 0, 272, 240]",7,val,37580,name
3114,"[213, 53, 573, 400]",9,train,37590,name
3115,"[610, 67, 1575, 1080]",10,train,37581,name
3116,"[154, 0, 534, 480]",11,train,37582,name
3117,"[66, 0, 563, 480]",12,val,37583,name
3118,"[122, 0, 535, 480]",13,train,37584,name
3119,"[81, 15, 229, 192]",14,train,37585,name
3122,"[369, 40, 878, 720]",1,test,69419,old
3123,"[78, 0, 570, 480]",2,train,39629,old
3126,"[46, 0, 260, 240]",5,val,39624,old
3127,"[35, 6, 275, 240]",6,train,39630,old
3128,"[62, 0, 301, 240]",7,val,39631,old
3130,"[74, 16, 213, 192]",9,train,39632,old
3132,"[204, 53, 557, 400]",11,train,39635,old
3133,"[228, 17, 526, 414]",12,val,39625,old
3134,"[862, 63, 1737, 1069]",13,train,39626,old
3135,"[125, 0, 502, 480]",14,train,39627,old
3136,"[70, 0, 294, 240]",15,train,39628,old
3140,"[149, 0, 549, 480]",3,train,42227,person
3141,"[89, 0, 518, 480]",4,train,42228,person
3142,"[87, 22, 205, 192]",7,val,42231,person
3143,"[87, 22, 205, 192]",8,train,42232,person
3145,"[194, 7, 478, 370]",11,train,66280,person
3146,"[67, 0, 258, 240]",12,train,42225,person
3151,"[197, 56, 562, 400]",18,train,42239,person
3152,"[752, 58, 1668, 1078]",19,train,42226,person
3155,"[123, 3, 482, 360]",2,train,43526,police
3156,"[92, 0, 537, 480]",3,train,43527,police
3157,"[74, 7, 211, 192]",4,train,43528,police
3158,"[74, 6, 211, 192]",5,val,43529,police
3160,"[199, 10, 471, 370]",8,val,66306,police
3161,"[49, 0, 259, 240]",9,train,43522,police
3165,"[176, 51, 530, 400]",13,val,43535,police
3166,"[739, 67, 1542, 1075]",14,train,43523,police
3167,"[768, 57, 1539, 1065]",15,train,43524,police
3168,"[132, 0, 518, 480]",16,train,43525,police
3170,"[111, 0, 610, 480]",1,test,44684,problem
3171,"[86, 3, 562, 480]",2,train,44685,problem
3172,"[55, 14, 218, 192]",3,train,44686,problem
3173,"[42, 12, 231, 192]",4,train,44687,problem
3176,"[134, 22, 495, 370]",7,val,66335,problem
3177,"[76, 7, 233, 180]",8,train,44680,problem
3181,"[179, 53, 554, 400]",12,val,44691,problem
3182,"[54, 10, 258, 240]",13,train,44681,problem
3183,"[519, 55, 1768, 1080]",14,train,44682,problem
3184,"[658, 144, 1510, 1080]",15,train,44683,problem
3189,"[126, 0, 543, 480]",4,train,47178,remember
3190,"[82, 0, 549, 480]",5,val,47180,remember
3191,"[56, 15, 217, 192]",8,train,47183,remember
3192,"[120, 33, 481, 370]",9,val,66387,remember
3197,"[206, 41, 479, 400]",14,val,47187,remember
3198,"[45, 0, 271, 240]",15,train,47175,remember
3199,"[500, 57, 1631, 1080]",16,train,47176,remember
3200,"[547, 59, 1642, 1080]",17,train,47177,remember
3202,"[122, 0, 531, 480]",1,test,50853,share
3203,"[329, 21, 1010, 720]",2,train,50854,share
3204,"[75, 13, 216, 192]",3,train,50855,share
3205,"[64, 9, 213, 192]",4,train,50856,share
3208,"[173, 28, 511, 370]",7,val,66461,share
3209,"[785, 64, 1636, 1075]",8,train,50849,share
3213,"[248, 37, 497, 400]",12,val,50862,share
3214,"[675, 27, 1670, 1080]",13,train,50850,share
3215,"[112, 0, 568, 480]",14,train,50851,share
3216,"[90, 2, 598, 392]",15,train,50852,share
3218,"[620, 49, 1564, 1080]",1,train,53295,soon
3219,"[132, 0, 579, 480]",2,test,53296,soon
3220,"[60, 8, 247, 240]",3,train,53297,soon
3221,"[59, 10, 265, 240]",4,val,53298,soon
3222,"[83, 23, 214, 192]",6,train,53300,soon
3223,"[69, 14, 214, 192]",7,train,53301,soon
3224,"[181, 45, 458, 370]",8,val,66533,soon
3225,"[185, 41, 457, 370]",9,train,66534,soon
3226,"[52, 0, 241, 240]",10,test,53292,soon
3229,"[191, 54, 568, 400]",13,train,53304,soon
3230,"[190, 61, 572, 400]",14,train,53305,soon
3231,"[428, 12, 790, 480]",15,train,53293,soon
3232,"[437, 129, 1472, 1080]",16,val,53294,soon
3235,"[54, 13, 273, 240]",2,train,54559,stay
3236,"[57, 13, 275, 240]",3,train,54560,stay
3237,"[36, 5, 219, 192]",4,train,54561,stay
3238,"[63, 6, 216, 192]",5,val,54562,stay
3239,"[35, 10, 208, 192]",6,train,54563,stay
3240,"[48, 0, 240, 240]",7,train,54554,stay
3244,"[232, 35, 484, 400]",11,train,54567,stay
3245,"[500, 52, 1686, 1080]",12,test,54555,stay
3246,"[532, 127, 1539, 1072]",13,train,54556,stay
3247,"[658, 58, 1634, 1080]",14,train,54557,stay
3248,"[79, 0, 527, 480]",15,val,54558,stay
3251,"[82, 0, 605, 480]",2,train,55773,sunday
3252,"[51, 10, 261, 240]",3,train,55774,sunday
3253,"[29, 5, 297, 240]",4,train,55775,sunday
3254,"[54, 1, 230, 192]",5,val,55776,sunday
3255,"[46, 6, 234, 192]",6,train,55777,sunday
3260,"[226, 37, 511, 400]",11,train,55782,sunday
3261,"[47, 7, 269, 240]",12,val,55769,sunday
3262,"[372, 55, 861, 720]",13,train,55770,sunday
3263,"[271, 20, 1691, 1080]",14,train,55771,sunday
3264,"[446, 0, 1482, 1080]",15,train,55772,sunday
3266,"[104, 0, 578, 480]",1,test,57530,test
3267,"[109, 29, 529, 480]",2,train,57531,test
3268,"[25, 0, 608, 480]",3,train,57532,test
3269,"[66, 0, 558, 480]",4,train,57533,test
3270,"[80, 21, 207, 192]",5,val,57534,test
3271,"[70, 20, 217, 192]",6,train,57535,test
3273,"[50, 7, 274, 240]",8,train,57527,test
3278,"[173, 51, 557, 400]",14,train,57541,test
3279,"[657, 70, 1739, 1080]",15,train,57528,test
3280,"[676, 54, 1713, 1080]",16,train,57529,test
3284,"[66, 0, 623, 480]",3,train,58594,tired
3285,"[96, 0, 541, 480]",4,train,58595,tired
3291,"[179, 51, 572, 400]",10,train,58600,tired
3292,"[36, 0, 313, 240]",11,train,58589,tired
3293,"[410, 51, 840, 720]",12,val,58590,tired
3294,"[337, 22, 809, 480]",13,train,58591,tired
3295,"[282, 1, 1430, 1080]",14,train,58592,tired
3296,"[709, 141, 1674, 1080]",15,train,58593,tired
3298,"[313, 146, 1721, 1080]",1,test,59206,trade
3299,"[632, 47, 1584, 1080]",2,train,59207,trade
3300,"[642, 29, 1596, 1080]",3,train,59208,trade
3301,"[643, 59, 1743, 1080]",4,train,59209,trade
3302,"[690, 89, 1709, 1080]",5,val,59210,trade
3303,"[616, 97, 1435, 1080]",6,train,59211,trade
3304,"[35, 13, 603, 480]",7,val,59212,trade
3305,"[20, 0, 604, 480]",8,train,59213,trade
3306,"[53, 10, 216, 192]",9,train,59214,trade
3307,"[59, 11, 215, 192]",10,train,59215,trade
3308,"[52, 8, 224, 192]",11,train,59216,trade
3310,"[213, 49, 508, 400]",14,train,59219,trade
3311,"[53, 15, 233, 180]",15,train,59204,trade
3312,"[36, 3, 285, 240]",16,train,59205,trade
3316,"[110, 0, 556, 480]",3,train,59500,travel
3317,"[54, 0, 583, 480]",4,train,59501,travel
3318,"[52, 8, 230, 192]",5,val,59502,travel
3319,"[67, 16, 217, 192]",6,train,59503,travel
3321,"[142, 30, 454, 370]",8,train,66672,travel
3322,"[76, 11, 240, 180]",9,train,59495,travel
3325,"[139, 68, 559, 400]",12,val,59506,travel
3326,"[24, 0, 282, 240]",13,train,59496,travel
3327,"[506, 63, 1505, 1080]",14,train,59497,travel
3328,"[719, 129, 1659, 1080]",16,train,59499,travel
3336,"[144, 5, 478, 370]",7,val,66791,window
3337,"[34, 15, 248, 240]",8,train,63417,window
3339,"[205, 53, 576, 400]",10,train,63427,window
3340,"[348, 50, 803, 720]",11,train,63418,window
3341,"[77, 0, 523, 480]",12,val,63419,window
3342,"[25, 0, 299, 240]",13,train,63420,window
3343,"[17, 1, 305, 240]",14,train,63421,window
3344,"[59, 11, 220, 192]",15,train,63422,window
3346,"[347, 34, 873, 720]",1,test,69547,you
3347,"[147, 21, 481, 360]",2,train,64384,you
3348,"[72, 16, 210, 192]",3,train,64385,you
3352,"[52, 0, 277, 240]",7,val,64379,you
3356,"[256, 50, 496, 400]",11,train,64391,you
3357,"[237, 16, 528, 414]",12,val,64380,you
3358,"[402, 10, 785, 480]",13,train,64381,you
3359,"[153, 6, 521, 480]",14,train,64382,you
3360,"[18, 7, 555, 480]",15,train,64383,you
3362,"[124, 30, 517, 480]",2,train,00416,about
3363,"[78, 0, 536, 480]",5,train,00419,about
3364,"[54, 16, 219, 192]",7,val,00421,about
3367,"[202, 39, 506, 370]",10,train,65002,about
3368,"[207, 40, 505, 370]",11,train,65003,about
3369,"[64, 27, 241, 240]",12,train,00414,about
3374,"[181, 47, 575, 400]",17,train,00426,about
3375,"[795, 65, 1771, 1080]",18,train,00415,about
3377,"[145, 31, 515, 480]",1,train,03122,approve
3378,"[131, 0, 496, 480]",2,train,03123,approve
3379,"[59, 15, 225, 192]",3,train,03124,approve
3380,"[65, 14, 223, 192]",4,test,03125,approve
3386,"[181, 47, 572, 400]",10,train,03131,approve
3387,"[93, 11, 243, 180]",11,train,03118,approve
3388,"[56, 9, 275, 240]",12,train,03119,approve
3389,"[41, 0, 270, 240]",13,test,03120,approve
3390,"[705, 115, 1596, 1080]",14,train,03121,approve
3393,"[98, 21, 493, 480]",2,train,03440,arrive
3394,"[68, 12, 205, 192]",3,val,03441,arrive
3397,"[191, 22, 493, 370]",6,train,65096,arrive
3400,"[209, 35, 518, 400]",9,test,03445,arrive
3401,"[42, 0, 273, 240]",10,val,03435,arrive
3402,"[414, 51, 806, 720]",11,test,03436,arrive
3403,"[742, 61, 1532, 1080]",12,train,03437,arrive
3404,"[644, 54, 1505, 1080]",13,train,03438,arrive
3405,"[124, 18, 525, 480]",14,train,03439,arrive
3407,"[51, 6, 541, 480]",1,train,04800,balance
3408,"[77, 26, 210, 192]",2,train,04801,balance
3409,"[86, 26, 197, 192]",3,val,04802,balance
3410,"[60, 26, 234, 192]",4,train,04803,balance
3412,"[146, 22, 562, 370]",6,train,65129,balance
3413,"[69, 12, 255, 180]",7,train,04795,balance
3416,"[205, 38, 503, 400]",10,val,04806,balance
3417,"[31, 2, 279, 240]",11,test,04796,balance
3418,"[668, 57, 1883, 1080]",12,train,04797,balance
3419,"[710, 67, 1696, 1080]",13,train,04798,balance
3420,"[101, 23, 578, 480]",14,train,04799,balance
3422,"[80, 28, 522, 480]",1,train,04900,banana
3423,"[118, 6, 483, 360]",2,train,04901,banana
3424,"[64, 0, 525, 480]",3,val,04902,banana
3425,"[68, 16, 212, 192]",4,train,04903,banana
3427,"[216, 32, 467, 370]",6,train,65135,banana
3428,"[195, 24, 493, 370]",7,train,65134,banana
3431,"[213, 40, 479, 400]",10,val,04906,banana
3432,"[44, 0, 245, 240]",11,test,04896,banana
3433,"[368, 56, 833, 720]",12,train,04897,banana
3434,"[788, 60, 1758, 1076]",13,train,04898,banana
3435,"[845, 59, 1751, 1079]",14,train,04899,banana
3438,"[203, 19, 556, 414]",3,train,05470,beard
3439,"[485, 33, 1646, 1080]",4,val,05471,beard
3440,"[106, 27, 550, 480]",5,train,05472,beard
3441,"[147, 20, 550, 480]",6,train,05473,beard
3442,"[301, 0, 1062, 720]",7,train,05474,beard
3443,"[98, 0, 503, 360]",8,train,05475,beard
3444,"[190, 40, 489, 370]",9,train,65156,beard
3446,"[70, 17, 215, 192]",11,val,05476,beard
3448,"[235, 40, 502, 400]",14,train,05479,beard
3449,"[41, 12, 270, 240]",15,train,05467,beard
3450,"[66, 0, 251, 240]",16,train,05468,beard
3452,"[651, 60, 1692, 1070]",2,train,05598,because
3453,"[581, 56, 1668, 1080]",3,train,05599,because
3454,"[680, 56, 1684, 1080]",4,val,05600,because
3455,"[42, 20, 530, 480]",5,train,05601,because
3456,"[50, 50, 527, 479]",6,train,05603,because
3457,"[154, 13, 470, 370]",8,train,65158,because
3458,"[153, 11, 465, 370]",9,train,65159,because
3460,"[63, 14, 223, 192]",11,test,05605,because
3461,"[32, 0, 215, 192]",12,val,05606,because
3464,"[145, 52, 538, 400]",15,train,05609,because
3465,"[36, 10, 264, 240]",16,train,05596,because
3467,"[262, 29, 890, 720]",1,train,69245,boy
3472,"[140, 18, 488, 370]",6,train,65245,boy
3473,"[12, 8, 254, 240]",7,train,07452,boy
3475,"[168, 51, 555, 400]",9,test,07462,boy
3476,"[188, 9, 517, 414]",10,val,07453,boy
3477,"[478, 54, 1792, 1080]",11,test,07454,boy
3478,"[65, 29, 534, 480]",12,train,07455,boy
3479,"[26, 27, 531, 480]",13,train,07457,boy
3480,"[49, 8, 224, 192]",14,train,07458,boy
3482,"[75, 0, 543, 480]",1,train,08371,business
3483,"[72, 17, 223, 192]",2,train,08372,business
3484,"[76, 16, 222, 192]",3,val,08373,business
3488,"[201, 36, 485, 370]",7,train,65275,business
3492,"[222, 39, 485, 400]",12,test,08379,business
3493,"[57, 33, 233, 240]",13,train,08368,business
3494,"[690, 93, 1649, 1080]",14,train,08369,business
3495,"[95, 23, 554, 480]",15,train,08370,business
3498,"[45, 17, 254, 240]",2,train,09184,careful
3499,"[72, 15, 206, 192]",3,val,09185,careful
3500,"[76, 16, 206, 192]",4,train,09186,careful
3502,"[196, 40, 484, 370]",6,train,65307,careful
3503,"[202, 31, 473, 370]",7,train,65306,careful
3505,"[186, 62, 556, 400]",9,test,09188,careful
3506,"[63, 11, 236, 240]",10,val,09179,careful
3507,"[679, 94, 1538, 1080]",11,test,09180,careful
3508,"[422, 53, 906, 720]",12,train,09181,careful
3509,"[68, 24, 551, 480]",13,train,09182,careful
3510,"[63, 13, 249, 240]",14,train,09183,careful
3512,"[52, 0, 502, 480]",2,train,09723,center
3513,"[8, 0, 517, 480]",3,train,09724,center
3514,"[71, 5, 208, 192]",4,val,09725,center
3515,"[76, 8, 208, 192]",5,train,09726,center
3518,"[174, 16, 467, 370]",8,train,65324,center
3523,"[223, 41, 472, 400]",13,train,09732,center
3524,"[511, 41, 1519, 1080]",15,train,09721,center
3525,"[601, 55, 1483, 1080]",16,train,09722,center
3529,"[593, 125, 1676, 1080]",3,val,10104,chat
3530,"[513, 55, 1458, 1080]",4,train,10105,chat
3531,"[512, 70, 1708, 1080]",5,train,10106,chat
3532,"[105, 20, 583, 480]",6,train,10107,chat
3533,"[82, 0, 559, 480]",7,train,10108,chat
3534,"[73, 20, 214, 192]",8,train,10109,chat
3535,"[84, 20, 199, 192]",10,test,10111,chat
3536,"[150, 14, 478, 370]",11,val,65338,chat
3537,"[66, 0, 231, 240]",13,test,10102,chat
3539,"[67, 18, 225, 192]",15,train,10112,chat
3542,"[39, 23, 565, 480]",2,train,10464,children
3543,"[38, 0, 589, 480]",3,train,10465,children
3544,"[61, 13, 223, 192]",4,val,10466,children
3545,"[15, 13, 219, 192]",5,train,10467,children
3548,"[95, 15, 552, 370]",9,train,65352,children
3549,"[153, 17, 599, 414]",10,train,10461,children
3554,"[103, 53, 615, 400]",15,train,10474,children
3555,"[596, 64, 1809, 1080]",16,train,10462,children
3558,"[48, 1, 212, 192]",2,test,10708,christmas
3559,"[71, 7, 220, 192]",3,val,10709,christmas
3560,"[65, 15, 208, 192]",5,train,10711,christmas
3562,"[170, 16, 494, 370]",7,train,65357,christmas
3563,"[29, 4, 282, 240]",8,train,10703,christmas
3566,"[232, 39, 486, 400]",11,train,10715,christmas
3567,"[410, 56, 833, 720]",12,val,10704,christmas
3568,"[119, 20, 548, 480]",13,train,10705,christmas
3569,"[49, 0, 561, 480]",14,train,10706,christmas
3570,"[82, 0, 495, 360]",15,train,10707,christmas
3572,"[12, 6, 293, 240]",1,train,11198,clock
3573,"[337, 60, 814, 720]",2,train,11199,clock
3574,"[85, 25, 603, 480]",3,val,11200,clock
3575,"[64, 11, 266, 240]",4,train,11201,clock
3576,"[25, 12, 261, 240]",5,train,11202,clock
3577,"[71, 9, 250, 192]",6,train,11203,clock
3585,"[182, 55, 573, 400]",18,train,11214,clock
3586,"[366, 57, 842, 720]",0,val,11252,close
3588,"[100, 26, 600, 480]",3,train,11254,close
3589,"[69, 18, 271, 240]",4,val,11255,close
3590,"[67, 9, 261, 240]",5,train,11256,close
3591,"[70, 17, 263, 240]",6,train,11257,close
3592,"[69, 9, 258, 240]",8,train,11259,close
3593,"[67, 13, 207, 192]",9,train,11260,close
3594,"[70, 17, 239, 192]",10,train,11261,close
3595,"[61, 11, 210, 192]",11,test,11262,close
3598,"[167, 55, 559, 400]",16,train,11267,close
3599,"[175, 53, 568, 400]",17,train,11268,close
3600,"[524, 77, 1533, 1080]",19,train,11253,close
3602,"[48, 7, 253, 240]",1,test,13135,convince
3603,"[526, 111, 1589, 1080]",2,train,13136,convince
3604,"[680, 63, 1789, 1080]",3,train,13137,convince
3605,"[120, 0, 509, 480]",4,train,13138,convince
3606,"[38, 11, 266, 240]",5,val,13139,convince
3607,"[34, 10, 242, 240]",7,train,13141,convince
3608,"[150, 19, 492, 370]",9,val,65400,convince
3609,"[189, 32, 500, 370]",10,val,65401,convince
3610,"[86, 17, 228, 192]",11,train,13143,convince
3611,"[89, 20, 203, 192]",12,train,13144,convince
3614,"[134, 54, 536, 400]",16,test,13148,convince
3615,"[70, 9, 227, 180]",17,train,13134,convince
3617,"[140, 17, 593, 480]",1,train,13546,country
3618,"[99, 4, 519, 480]",2,train,13547,country
3619,"[96, 0, 512, 480]",3,val,13548,country
3620,"[89, 22, 221, 192]",4,train,13549,country
3621,"[89, 22, 215, 192]",5,train,13550,country
3622,"[64, 5, 231, 180]",7,train,65414,country
3626,"[170, 57, 532, 400]",11,val,13554,country
3627,"[184, 53, 532, 400]",12,test,13555,country
3628,"[90, 11, 255, 180]",13,train,13543,country
3629,"[408, 57, 823, 720]",14,train,13544,country
3630,"[779, 79, 1666, 1080]",15,train,13545,country
3631,"[358, 43, 969, 720]",0,test,69284,crash
3632,"[783, 60, 1717, 1080]",1,train,13799,crash
3634,"[43, 13, 243, 192]",3,train,13804,crash
3635,"[46, 17, 239, 192]",4,train,13805,crash
3636,"[42, 13, 198, 192]",5,train,13806,crash
3640,"[186, 61, 563, 400]",11,train,13812,crash
3641,"[184, 58, 579, 400]",12,val,13813,crash
3642,"[74, 14, 570, 480]",13,train,13800,crash
3643,"[51, 11, 265, 240]",14,test,13801,crash
3644,"[137, 10, 504, 360]",15,val,13802,crash
3645,"[40, 15, 252, 192]",16,train,13803,crash
3647,"[245, 32, 945, 720]",1,train,69291,day
3648,"[54, 8, 253, 240]",2,train,14797,day
3649,"[78, 13, 216, 192]",4,val,14799,day
3652,"[162, 14, 496, 370]",7,train,65444,day
3653,"[51, 0, 261, 240]",8,train,14792,day
3656,"[173, 62, 534, 400]",11,val,14803,day
3657,"[332, 52, 842, 720]",12,test,14793,day
3658,"[607, 61, 1500, 1080]",13,train,14794,day
3659,"[436, 15, 1317, 1080]",14,train,14795,day
3660,"[103, 19, 546, 480]",15,train,14796,day
3662,"[35, 13, 558, 480]",1,train,16587,discuss
3663,"[32, 0, 534, 480]",2,train,16588,discuss
3664,"[11, 0, 514, 480]",3,val,16590,discuss
3665,"[73, 20, 189, 192]",4,train,16591,discuss
3666,"[64, 19, 204, 192]",5,train,16592,discuss
3667,"[57, 20, 204, 192]",6,train,16593,discuss
3668,"[143, 17, 461, 370]",7,train,65491,discuss
3673,"[182, 62, 555, 400]",13,train,16598,discuss
3674,"[64, 32, 232, 240]",14,train,16585,discuss
3675,"[612, 40, 1663, 1080]",15,train,16586,discuss
3676,"[98, 8, 546, 370]",0,val,65535,dress
3680,"[56, 8, 243, 192]",4,train,17660,dress
3682,"[344, 73, 922, 720]",8,train,17654,dress
3685,"[124, 57, 610, 400]",11,test,17665,dress
3686,"[652, 50, 1653, 1080]",12,val,17655,dress
3687,"[0, 3, 631, 480]",13,test,17656,dress
3688,"[16, 7, 619, 480]",14,train,17657,dress
3689,"[24, 11, 294, 240]",15,train,17658,dress
3690,"[64, 5, 231, 192]",16,train,17659,dress
3694,"[554, 82, 1662, 1080]",5,train,17761,drive
3695,"[57, 13, 565, 480]",6,train,17762,drive
3696,"[70, 9, 583, 480]",7,train,17763,drive
3697,"[16, 6, 609, 480]",8,train,17764,drive
3698,"[23, 2, 517, 360]",9,train,17765,drive
3699,"[66, 16, 218, 192]",10,val,17766,drive
3700,"[210, 34, 478, 370]",12,val,65542,drive
3701,"[409, 50, 832, 720]",14,train,17758,drive
3702,"[73, 13, 220, 192]",15,test,17768,drive
3705,"[187, 58, 547, 400]",20,train,17773,drive
3706,"[102, 15, 458, 370]",0,test,65544,drop
3707,"[62, 2, 502, 360]",1,train,17825,drop
3708,"[89, 1, 486, 360]",2,train,17826,drop
3709,"[26, 14, 223, 192]",3,train,17827,drop
3710,"[49, 13, 206, 192]",4,train,17828,drop
3712,"[29, 32, 237, 240]",6,train,17820,drop
3716,"[180, 64, 545, 400]",10,val,17832,drop
3717,"[432, 59, 821, 720]",11,train,17821,drop
3718,"[627, 68, 1653, 1078]",12,test,17822,drop
3719,"[715, 58, 1559, 1080]",13,train,17823,drop
