,gloss_bbox,gloss_fps,gloss_frame_end,gloss_frame_start,gloss_instance_id,gloss_signer_id,gloss_source,gloss_split,gloss_url,gloss_variation_id,gloss_video_id,gloss
5871,"[514, 102, 1668, 1080]",25,-1,1,2,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Australia%202-TPHeMqSGgCM.mp4,0,04187,australia
5872,"[558, 51, 1540, 1080]",25,-1,1,3,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Australia-jrfLziRGVAU.mp4,0,04188,australia
5873,"[538, 106, 1621, 1080]",25,-1,1,4,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Australia-WhRLSPxDkJw.mp4,0,04189,australia
5874,"[82, 17, 608, 480]",25,-1,1,5,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466646970.4368.mp4,0,04190,australia
5875,"[70, 26, 552, 480]",25,-1,1,6,20,handspeak,train,https://www.handspeak.com/word/a/australia2.mp4,0,04191,australia
5876,"[190, 0, 509, 370]",25,-1,1,8,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AU/AUSTRALIA-824.mp4,0,65111,australia
5877,"[75, 0, 228, 192]",25,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5754.mp4,0,04193,australia
5880,"[173, 49, 561, 400]",25,-1,1,14,12,aslsearch,test,http://www.aslsearch.com/signs/videos/australia.mp4,0,04198,australia
5881,"[64, 1, 257, 240]",25,-1,1,15,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/455286.mp4,0,04184,australia
5885,"[184, 49, 547, 400]",25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/avoid.mp4,0,04352,avoid
5886,"[200, 41, 482, 370]",25,-1,1,4,89,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AV/AVOID-2083.mp4,0,65114,avoid
5888,"[51, 3, 253, 240]",25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123103.mp4,0,04343,avoid
5889,"[661, 55, 1674, 1080]",25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Avoid-yLNR1bTv8ek.mp4,0,04344,avoid
5890,"[102, 18, 525, 480]",25,-1,1,8,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466647301.1318.mp4,0,04345,avoid
5891,"[137, 25, 475, 480]",25,-1,1,9,14,handspeak,test,https://www.handspeak.com/word/a/avoid.mp4,0,04346,avoid
5892,"[74, 16, 211, 192]",25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7468.mp4,0,04347,avoid
5893,"[71, 16, 214, 192]",25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7469.mp4,0,04348,avoid
5896,"[66, 12, 226, 192]",25,-1,1,1,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7189.mp4,0,04873,balloon
5898,"[138, 40, 560, 400]",25,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/balloon.mp4,0,04875,balloon
5899,"[191, 41, 483, 370]",25,-1,1,4,89,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BALLOON-2087.mp4,0,65132,balloon
5900,"[189, 41, 487, 370]",25,-1,1,5,89,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BALLOON-2088.mp4,0,65133,balloon
5902,"[25, 9, 282, 240]",25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123217.mp4,0,04867,balloon
5903,"[608, 48, 1730, 1080]",25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balloon%202-pwZGdgrbI90.mp4,0,04868,balloon
5904,"[695, 51, 1715, 1080]",25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balloon-Unhi156uf3o.mp4,0,04869,balloon
5905,"[61, 22, 597, 480]",25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648685.4078.mp4,0,04870,balloon
5906,"[91, 0, 538, 480]",25,-1,1,11,14,handspeak,test,https://www.handspeak.com/word/b/balloon.mp4,0,04871,balloon
5907,"[88, 16, 216, 192]",25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7188.mp4,0,04872,balloon
5913,"[175, 0, 495, 370]",25,-1,1,6,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BASEMENT-572.mp4,0,65142,basement
5915,"[174, 50, 553, 400]",25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/basement.mp4,0,05204,basement
5916,"[403, 55, 814, 720]",25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/basement.mp4,0,05194,basement
5917,"[614, 77, 1599, 1080]",25,-1,1,11,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Basement-Tso9F3Z9f2Q.mp4,0,05195,basement
5918,"[105, 23, 592, 480]",25,-1,1,12,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466649389.7379.mp4,0,05196,basement
5919,"[114, 3, 567, 479]",25,-1,1,13,20,handspeak,test,https://www.handspeak.com/word/b/basement.mp4,0,05197,basement
5920,"[66, 14, 235, 192]",25,-1,1,14,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23995.mp4,0,05198,basement
5921,"[594, 50, 1402, 1080]",25,-1,1,0,115,aslbrick,val,http://aslbricks.org/New/ASL-Videos/bear.mp4,0,69226,bear
5922,"[178, 4, 478, 370]",25,-1,1,1,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEAR-394.mp4,0,65155,bear
5923,"[215, 17, 527, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bear.mp4,0,05486,bear
5924,"[134, 27, 520, 480]",25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466650058.9873.mp4,0,05487,bear
5925,"[155, 5, 467, 480]",25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/b/bear.mp4,0,05488,bear
5926,"[81, 13, 207, 192]",25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14571.mp4,0,05489,bear
5927,"[53, 12, 268, 240]",25,-1,1,10,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123615.mp4,0,05484,bear
5933,"[246, 40, 498, 400]",25,-1,1,16,41,aslsearch,val,http://www.aslsearch.com/signs/videos/bear2.mp4,0,05498,bear
5938,"[217, 30, 465, 370]",25,-1,1,4,91,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BELIEVE-1963.mp4,0,65171,believe
5939,"[161, 32, 465, 370]",25,-1,1,5,92,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BELIEVE-576.mp4,0,65170,believe
5941,"[56, 11, 256, 240]",25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/124266.mp4,0,05853,believe
5942,"[577, 36, 1654, 1080]",25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Believe%2C%20Belief%202-RPPPa9Eflvw.mp4,0,05854,believe
5943,"[540, 59, 1657, 1080]",25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Believe%2C%20Belief-Gn3JioBwLgg.mp4,0,05855,believe
5944,"[97, 26, 520, 480]",25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681536.7148.mp4,0,05856,believe
5945,"[62, 0, 516, 480]",25,-1,1,11,20,handspeak,test,https://www.handspeak.com/word/b/believe.mp4,0,05857,believe
5946,"[63, 12, 210, 192]",25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9846.mp4,0,05858,believe
5950,"[165, 52, 533, 400]",25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/better.mp4,0,06075,better
5951,"[179, 21, 486, 370]",25,-1,1,4,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BETTER-409.mp4,0,65179,better
5952,"[29, 0, 264, 240]",25,-1,1,5,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51367.mp4,0,06066,better
5953,"[71, 22, 529, 480]",25,-1,1,6,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681844.1234.mp4,0,06067,better
5954,"[33, 0, 506, 480]",25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/b/better.mp4,0,06068,better
5955,"[40, 9, 216, 192]",25,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9289.mp4,0,06069,better
5963,"[226, 38, 483, 400]",25,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/blind.mp4,0,06658,blind
5964,"[185, 0, 490, 370]",25,-1,1,4,89,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLIND-2117.mp4,0,65209,blind
5965,"[61, 9, 251, 240]",25,-1,1,5,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/124725.mp4,0,06649,blind
5967,"[75, 12, 257, 240]",25,-1,1,7,28,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/480707.mp4,0,06650,blind
5968,"[661, 94, 1352, 1080]",25,-1,1,8,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blind-6T0QuuJ73Q0.mp4,0,06651,blind
5969,"[129, 24, 526, 480]",25,-1,1,9,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466683113.2054.mp4,0,06652,blind
5970,"[140, 21, 538, 480]",25,-1,1,10,14,handspeak,train,https://www.handspeak.com/word/b/blind.mp4,0,06653,blind
5971,"[85, 17, 213, 192]",25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/9/9246.mp4,0,06654,blind
5972,"[72, 15, 210, 192]",25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9247.mp4,0,06655,blind
5973,"[190, 3, 493, 370]",25,-1,1,0,89,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BORED-2124.mp4,0,65229,bored
5974,"[62, 27, 211, 192]",25,-1,1,1,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22923.mp4,0,07196,bored
5975,"[65, 27, 211, 192]",25,-1,1,2,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22924.mp4,0,07197,bored
5976,"[51, 9, 214, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8726.mp4,0,07198,bored
5979,"[524, 55, 1467, 1080]",25,-1,1,6,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bored-VwmM3tpIf80.mp4,0,07191,bored
5983,"[215, 38, 469, 400]",25,-1,1,10,41,aslsearch,train,http://www.aslsearch.com/signs/videos/bore.mp4,0,07203,bored
5984,"[68, 19, 505, 480]",25,-1,1,11,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466684554.6883.mp4,0,07192,bored
5985,"[38, 3, 490, 480]",25,-1,1,13,20,handspeak,val,https://www.handspeak.com/word/b/bored.mp4,0,07194,bored
5990,"[178, 26, 493, 370]",25,-1,1,9,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BOWL-48.mp4,0,65240,bowl
5991,"[58, 0, 274, 240]",25,-1,1,10,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74888.mp4,0,07371,bowl
5994,"[243, 41, 495, 400]",25,-1,1,13,41,aslsearch,train,http://www.aslsearch.com/signs/videos/bowl.mp4,0,07382,bowl
5995,"[654, 73, 1622, 1080]",25,-1,1,14,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bowl-vubX1C5x0JM.mp4,0,07372,bowl
5996,"[99, 27, 567, 480]",25,-1,1,15,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466684945.6683.mp4,0,07373,bowl
5997,"[69, 23, 546, 480]",25,-1,1,16,20,handspeak,test,https://www.handspeak.com/word/b/bowl.mp4,0,07374,bowl
5998,"[90, 15, 236, 192]",25,-1,1,17,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7900.mp4,0,07375,bowl
6000,"[381, 33, 941, 720]",25,-1,1,1,119,aslbrick,train,http://aslbricks.org/New/ASL-Videos/box.mp4,0,69244,box
6002,"[219, 42, 516, 400]",25,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/box.mp4,0,07424,box
6003,"[182, 26, 489, 370]",25,-1,1,4,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BOX-419.mp4,0,65244,box
6004,"[61, 0, 281, 240]",25,-1,1,5,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74889.mp4,0,07417,box
6006,"[83, 13, 559, 480]",25,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466685077.724.mp4,0,07418,box
6007,"[44, 11, 530, 480]",25,-1,1,8,20,handspeak,train,https://www.handspeak.com/word/b/box.mp4,0,07419,box
6008,"[56, 9, 215, 192]",25,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/9/9515.mp4,0,07420,box
6009,"[52, 8, 219, 192]",25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9516.mp4,0,07421,box
6016,"[218, 34, 492, 370]",25,-1,1,4,91,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BR/BRACELET-1979.mp4,0,65247,bracelet
6018,"[170, 52, 541, 400]",25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bracelet.mp4,0,07479,bracelet
6019,"[37, 9, 277, 240]",25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125263.mp4,0,07470,bracelet
6020,"[437, 70, 847, 720]",25,-1,1,8,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bracelet.mp4,0,07471,bracelet
6021,"[676, 88, 1527, 1077]",25,-1,1,9,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Wrist%20Bracelet-ARDQc024Byk.mp4,0,07472,bracelet
6022,"[86, 18, 559, 480]",25,-1,1,10,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466685330.9799.mp4,0,07473,bracelet
6023,"[302, 29, 1078, 720]",25,-1,1,11,14,handspeak,test,https://www.handspeak.com/word/b/bracelet.mp4,0,07474,bracelet
6024,"[66, 12, 209, 192]",25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9583.mp4,0,07475,bracelet
6028,"[171, 52, 533, 400]",25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bread.mp4,0,07604,bread
6029,"[54, 1, 264, 240]",25,-1,1,4,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74891.mp4,0,07595,bread
6031,"[209, 14, 535, 414]",25,-1,1,6,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bread.mp4,0,07596,bread
6032,"[458, 43, 1101, 720]",25,-1,1,7,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Bread.mp4,0,07597,bread
6033,"[67, 23, 557, 480]",25,-1,1,8,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466723620.5444.mp4,0,07598,bread
6034,"[45, 15, 249, 240]",25,-1,1,9,14,handspeak,test,https://www.handspeak.com/word/b/bread.mp4,0,07599,bread
6035,"[66, 11, 236, 192]",25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7902.mp4,0,07600,bread
6036,"[79, 15, 235, 192]",25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8391.mp4,0,07601,bread
6041,"[176, 51, 568, 400]",25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cafeteria.mp4,0,08595,cafeteria
6042,"[189, 5, 491, 370]",25,-1,1,5,89,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CAFETERIA-2145.mp4,0,65284,cafeteria
6044,"[60, 2, 251, 240]",25,-1,1,7,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74898.mp4,0,08587,cafeteria
6045,"[406, 51, 800, 720]",25,-1,1,8,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cafeteria.mp4,0,08588,cafeteria
6046,"[697, 51, 1675, 1074]",25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cafeteria-Wh1kREgi9tE.mp4,0,08589,cafeteria
6047,"[108, 19, 517, 480]",25,-1,1,10,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466725761.86.mp4,0,08590,cafeteria
6048,"[68, 16, 267, 240]",25,-1,1,11,14,handspeak,train,https://www.handspeak.com/word/c/cafeteria.mp4,0,08591,cafeteria
6049,"[77, 22, 209, 192]",25,-1,1,12,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22163.mp4,0,08592,cafeteria
6050,"[68, 17, 203, 192]",25,-1,1,13,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23896.mp4,0,08593,cafeteria
6051,"[327, 35, 951, 720]",25,-1,1,0,118,aslbrick,val,http://aslbricks.org/New/ASL-Videos/car.mp4,0,69258,car
6052,"[48, 0, 280, 240]",25,-1,1,1,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125780.mp4,0,09234,car
6055,"[728, 88, 1639, 1080]",25,-1,1,4,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Car-iBQ1MrZe2mc.mp4,0,09237,car
6056,"[105, 20, 519, 480]",25,-1,1,5,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466727183.485.mp4,0,09238,car
6057,"[64, 0, 545, 480]",25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/c/car2.mp4,0,09240,car
6059,"[64, 5, 222, 192]",25,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5672.mp4,0,09244,car
6062,"[185, 55, 579, 400]",25,-1,1,17,12,aslsearch,test,http://www.aslsearch.com/signs/videos/car.mp4,0,09249,car
6063,"[217, 16, 545, 414]",25,-1,1,18,36,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/car.mp4,0,09235,car
6066,"[104, 19, 515, 477]",25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/c/chicken.mp4,0,10399,chicken
6067,"[71, 18, 210, 192]",25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23779.mp4,0,10400,chicken
6068,"[74, 18, 207, 192]",25,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9022.mp4,0,10405,chicken
6070,"[169, 10, 463, 370]",25,-1,1,10,95,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHICKEN-2901.mp4,0,65349,chicken
6071,"[427, 61, 811, 720]",25,-1,1,11,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chicken.mp4,0,10397,chicken
6076,"[188, 59, 557, 400]",25,-1,1,17,12,aslsearch,val,http://www.aslsearch.com/signs/videos/chicken.mp4,0,10412,chicken
6078,"[69, 17, 215, 192]",25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9191.mp4,0,10450,child
6081,"[130, 14, 465, 370]",25,-1,1,5,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHILD-75.mp4,0,65351,child
6082,"[64, 0, 269, 240]",25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125977.mp4,0,10443,child
6083,"[130, 54, 550, 400]",25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/child.mp4,0,10453,child
6084,"[700, 66, 1636, 1073]",25,-1,1,8,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Child-D-7K4sSsMWw.mp4,0,10444,child
6085,"[616, 61, 1702, 1079]",25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Child-WrFMVymtcRs.mp4,0,10445,child
6086,"[693, 70, 1631, 1073]",25,-1,1,10,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Short-bjSx00_gSOs.mp4,0,10446,child
6087,"[50, 24, 520, 480]",25,-1,1,11,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466732333.9614.mp4,0,10447,child
6088,"[148, 0, 558, 360]",25,-1,1,12,20,handspeak,test,https://www.handspeak.com/word/c/child.mp4,0,10448,child
6089,"[50, 17, 219, 192]",25,-1,1,13,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23321.mp4,0,10449,child
6091,"[187, 1, 504, 360]",25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/c/choose.mp4,0,10628,choose
6092,"[63, 30, 240, 240]",25,-1,1,5,14,handspeak,train,https://www.handspeak.com/word/c/choose-you.mp4,0,10630,choose
6093,"[69, 8, 210, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14268.mp4,0,10631,choose
6094,"[78, 16, 207, 192]",25,-1,1,7,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22781.mp4,0,10632,choose
6095,"[83, 17, 195, 192]",25,-1,1,9,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22783.mp4,0,10634,choose
6096,"[83, 18, 195, 192]",25,-1,1,10,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22784.mp4,0,10635,choose
6097,"[83, 11, 217, 192]",25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6201.mp4,0,10636,choose
6098,"[85, 14, 209, 192]",25,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6202.mp4,0,10637,choose
6101,"[171, 57, 556, 400]",25,-1,1,16,12,aslsearch,test,http://www.aslsearch.com/signs/videos/choice.mp4,0,10641,choose
6102,"[74, 0, 285, 240]",25,-1,1,17,2,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/126010.mp4,0,10625,choose
6106,"[211, 42, 483, 400]",25,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/church.mp4,0,10777,church
6109,"[41, 0, 276, 240]",25,-1,1,6,1,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/400994.mp4,0,10769,church
6110,"[373, 52, 800, 720]",25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/church.mp4,0,10770,church
6111,"[537, 59, 1576, 1079]",25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Church-nPM03TJ2njU.mp4,0,10771,church
6112,"[107, 25, 577, 480]",25,-1,1,9,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466733626.4965.mp4,0,10772,church
6113,"[67, 0, 576, 480]",25,-1,1,10,20,handspeak,train,https://www.handspeak.com/word/c/church.mp4,0,10773,church
6114,"[66, 14, 219, 192]",25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7174.mp4,0,10774,church
6117,"[207, 30, 942, 720]",25,-1,1,1,117,aslbrick,train,http://aslbricks.org/New/ASL-Videos/cookie.mp4,0,69280,cookie
6118,"[81, 23, 210, 192]",25,-1,1,2,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23051.mp4,0,13179,cookie
6121,"[34, 7, 254, 240]",25,-1,1,5,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74946.mp4,0,13172,cookie
6123,"[161, 55, 523, 400]",25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cookie.mp4,0,13182,cookie
6124,"[192, 15, 543, 414]",25,-1,1,8,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cookie.mp4,0,13173,cookie
6125,"[572, 78, 1647, 1080]",25,-1,1,9,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cookie%202-VDyv32guxac.mp4,0,13174,cookie
6126,"[303, 9, 824, 480]",25,-1,1,10,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cookies-bC_ITFy15iM.mp4,0,13175,cookie
6127,"[111, 25, 513, 480]",25,-1,1,12,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466903059.2055.mp4,0,13177,cookie
6128,"[17, 2, 517, 480]",25,-1,1,13,20,handspeak,val,https://www.handspeak.com/word/c/cookie.mp4,0,13178,cookie
6133,"[63, 8, 256, 240]",25,-1,1,5,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74958.mp4,0,14287,cup
6136,"[185, 60, 529, 400]",25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cup.mp4,0,14298,cup
6137,"[617, 69, 1584, 1080]",25,-1,1,9,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cup-nG2mw4Jjp94.mp4,0,14288,cup
6138,"[119, 27, 514, 480]",25,-1,1,10,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466905724.9794.mp4,0,14289,cup
6139,"[143, 6, 525, 480]",25,-1,1,11,20,handspeak,train,https://www.handspeak.com/word/c/cup.mp4,0,14290,cup
6140,"[85, 25, 195, 192]",25,-1,1,12,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/23/23013.mp4,0,14291,cup
6141,"[84, 25, 195, 192]",25,-1,1,13,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23014.mp4,0,14292,cup
6142,"[58, 27, 272, 240]",25,-1,1,0,2,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/91475.mp4,0,14466,cut
6143,"[178, 57, 531, 400]",25,-1,1,1,12,aslsearch,test,http://www.aslsearch.com/signs/videos/cut2.mp4,0,14485,cut
6144,"[718, 63, 1651, 1080]",25,-1,1,2,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cut-EjNWDilkKmc.mp4,0,14467,cut
6145,"[160, 12, 514, 360]",25,-1,1,7,14,handspeak,train,https://www.handspeak.com/word/c/cut-incise.mp4,0,14471,cut
6146,"[18, 0, 320, 240]",25,-1,1,8,14,handspeak,train,https://www.handspeak.com/word/c/cut-nails.mp4,1,14472,cut
6147,"[111, 0, 496, 360]",25,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/c/cut-scissors.mp4,1,14473,cut
